,Motion/Topic,MP Response
3089,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Shakafuswa Mandevu Madam Speaker case Pamela Chisumpa others trivialised brought lot emotions Zambians You imagine raped six months This case dragging wondering
3090,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam Speaker measures Ministry Home Affairs Internal Security taken charge officers duty day These hard core criminals Had one fallen would run abducting girls We want situation continue occur What measures ministry taken charge officers duty deduce planned move
3091,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Mwiimbu Madam Speaker question raised hon Colleague speculative So I start answering speculative questions I mention done pertaining escapees I would go mention House apprehended measures taken security issue
3092,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,I thank Madam
3093,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Ms Nyirenda Lundazi Madam Speaker one measures hon Minister put place includes intelligence taskforce addressing complacency giving promotions creating policy How secure Mwembeshi Remand Prison Correctional Centre four five suspects escape time Is infrastructure safe enough hold evil doers caused lot harm us women especially
3094,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Kafwaya Madam Speaker thank much My point order based Standing Order No 65 hon Minister Home Affairs Internal Security
3095,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam Speaker two questions important related posed hon Minister two hon Members The hon Member Parliament Lumezi asked cases commence soon soon The hon Minister categorical He citizen interfere operations Director Public Prosecutions DPP A similar question context asked hon Member Parliament Bweengwa He asked cases criminals would start moving The hon Minister said soon people start going court even start crying
3096,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam Speaker manner speech consistency What take hon Members citizens know soon start crying others hon Minister know Director Public Prosecutions DPP determine Is order answer question two different ways one question affects members United Party National Development UPND members political parties
3097,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,I seek serious ruling
3098,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker I think role Presiding Officer facilitate discussions debates hon Members Parliament When question posed Presiding Officer simply calls upon hon Minister answer The hon Minister responding questions posed As whether satisfied happy responses I think duty Presiding Officer ensure Actually still time So go ahead ask questions If happy response free ask hon Minister explain
3099,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker Not Sir I saying take chance still available We still asking hon Minister questions So happy satisfied response right ask questions satisfied
3100,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Simumba Madam Speaker thank much I thank hon Minister ministerial statement
3101,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker I sorry I think question raised hon Member Lundazi needed response hon Minister
3102,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Ms Nyirenda Madam Speaker earlier question referred measures hon Minister taken try sort challenge occurred Mwembeshi One things mentioned putting intelligence system task force complacency promotion officers coming whistle blowers
3103,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam Speaker question How secure Mwembeshi Prison fail hold notorious criminals cause lot harm injury us especially women What measures hon Minister put place try sort challenge
3104,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Mwiimbu Madam Speaker I inform House Mwembeshi Maximum Correctional Facility safe keep notorious prisoners like abductors The measures put place security matters I disclose
3105,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Simumba Nakonde Madam Speaker I thank hon Minister information He ably informed House News Diggers Newspaper misinformed nation What action going take newspaper misinforming nation reference statement gave us
3106,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker Hon Member Nakonde question covered adequately answered hon Minister I know spend time question
3107,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Katambo Masaiti Madam Speaker amongst measures hon Minister put place curb prisoners escaping prison Mwembeshi Whistle Blower Policy created course goes reward The indicate reward form money given informers whistle blowers How much reward
3108,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Ms Mabonga Mfuwe Madam Speaker thank much opportunity given ask question I also want thank Hon Minister ministerial statement However usual
3109,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Ms Mabonga feeling I getting I know us especially women hon Minister taking case seriously
3110,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Ms Mabonga Madam Speaker women scared death talking real criminals large Even hon Minister giving responses
3111,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker Hon Member Mfuwe I comfortable saying hon Minister serious Is possible go straight question without accusing hon Minister If happy anything raise question
3112,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Ms Mabonga Madam Speaker talking thirteen girls abducted abused I went whole thing happening As mother I worried I hope pray people questioning daughters abducted
3113,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Hon Member Mfuwe I sure better Let us look ministerial statement issued We talking five girls girls abducted We talking people escaped prison Those two different matters Can please focus ministerial statement issued today hon Minister Home Affairs Internal Security
3114,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Ms Mabonga Madam Speaker criminals abducted girls hon Minister said one large concern Even hon Minister answering show us serious working ensuring capture criminals
3115,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,I think leave Instead asking questions busy accusing one another What supposed ask questions points clarification ministerial statement given start accusing finger pointing We supposed seek clarification ministerial statement simple There indication point order hon Member Masaiti
3116,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Katambo Madam Speaker thank affording point order I deliberately asked hon Minister question The hon Minister said created policy Commissioner General spokesperson Zambia Correctional Service announce nation reward However hon Minister response said depends gravity matter Commissioner General says reward give informers Is hon Minister factual Floor House
3117,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,I seek serious ruling Madam Speaker
3118,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker Hon Members I think creating tension nothing The ministerial statement issued hon Minister Home Affairs Internal Security specific straightforward started bringing issues becoming complicated
3119,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker Can please follow ministerial statement Hon Minister please give answers according ministerial statement given go astray bring issues complicate whole ministerial statement
3120,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Mr Mwiimbu Madam Speaker thank much guidance I mention figure ministerial statement That correct position
3121,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,I thank Madam Speaker
3122,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,I permitted hon Minister Agriculture make ministerial statement Hon Members ministerial statement two parts Just avoid
3123,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker Hon Member Kasenengwa disturbing House please
3124,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,I think know procedure supposed use You supposed indicate instead shouting
3125,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Madam First Deputy Speaker This dignified House It showing two gadgets indicating point order I hearing voice back shouting point order
3126,ESCAPE FROM PRISON OF THE ABDUCTORS OF MOBILE MONEY AGENTS,Hon Members I wish inform House ministerial statement given hon Minister Agriculture two parts In order us start mixing questions going allow hon Minister Agriculture start first part followed questions Then shall move second part ministerial statement
3127,SEASON,The Minister Agriculture Mr Mtolo Madam Speaker I inform august House Government Ministry Agriculture commenced process procuring farming inputs Farmer Input Support Programme FISP Farming Season
3128,SEASON,Mr Mtolo Madam Speaker avoidance confusion one ministerial statement discuss distribution inputs Farming Season
3129,SEASON,Madam Speaker clearly stipulated roadmap exercise place One key activities roadmap purchase fertiliser season
3130,SEASON,Madam Speaker procurement fertiliser Farming Season done using two procurement methods namely open international bidding urea fertiliser direct bidding Compound D fertiliser Both procurement methods allowed Public Procurement Authority Act On one hand open international bidding help Government receive competitive prices urea fertiliser manufactured locally On hand Government decided local manufacturers supply Compound D fertiliser The local manufacturers Nitrogen Chemicals Zambia NCZ United Capital Fertiliser Limited
3131,SEASON,Madam Speaker NCZ contracted supply metric tonnes Compound D fertiliser United Capital Fertiliser Limited contracted supply metric tonnes Compound D fertiliser While United Capital Fertiliser Limited emerging fertiliser manufacturing company Zambia company new business fertiliser manufacturing outside Zambia The company equipment enables manufacture high quality large quantities fertilisers time
3132,SEASON,Madam Speaker House may wish note company among companies contracted supply delivery distribution Compound D fertiliser Farming Season I glad inform House company met contractual obligations supply deliver metric tonnes fertiliser last year despite signing contract late season
3133,SEASON,Madam Speaker Government clear vision boosting local manufacturing sector support increased agricultural production In regard Government support local manufacturing companies order create employment many Zambians especially youth currently remain unemployed underemployed
3134,SEASON,As example Madam Speaker full capacity United Capital Fertiliser Limited employee 650 Zambians D Compound plant another Zambian employees urea plant This bring total number employees With regard NCZ company currently 492 employees permanent basis 250 workers employed casual basis approximately 398 workers employed seasonal basis In addition direct employment local manufacturers also contribute economic growth participation transportation use services energy water incentivises creation satellite towns mention economic social benefits
3135,SEASON,Madam Speaker Farming Season hybrid modality input distribution implemented This entails following
3136,SEASON,Madam Speaker conclusion allow reaffirm Government commitment transparency accountability due diligence procurement farming inputs including fertiliser Therefore even direct bidding two companies Government ensure due processes followed This commitment made shall continue fulfil ensure procurement farming inputs FISP serves interest farmers general citizenry
3137,SEASON,I thank Madam Speaker
3138,SEASON,Madam First Deputy Speaker Hon Members free ask questions points clarification ministerial statement issued hon Minister Agriculture
3139,SEASON,Mr Mundubile Mporokoso Madam Speaker still outstanding issues concerning last year procurement farming inputs The ministry advertising fresh procurement Does hon Minister think information required supplied time distortion information especially closing balances How soon ministry furnish Office information requested
3140,SEASON,Mr Mtolo Madam Speaker I assure Leader Opposition whatever information wants given statement defines going change
3141,SEASON,I thank Madam Speaker
3142,SEASON,Mr Mabeta Kankoyo Madam Speaker last year Government gave Nitrogen Chemicals Zambia NCZ order deliver metric tonnes D Compound fertiliser managed produce metric tonnes leaving deficit metric tonnes created crisis towards end year What support Government given NCZ ensure year manages produce required fertiliser end firefighting like last year
